#### EXPORT DONNEES METEO POUR "NICE (ALPES-MARITIMES)" (LAT/LON: 43.7101728/7.2619532)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2011-09-15,26,18,12,18,26,22,0,86,10,1018,4,28,19,18,113,113,113,météo idéale
2011-09-16,27,16,13,16,27,23,0,83,10,1019,8.125,29,20,16,113,113,113,météo idéale
2011-09-17,28,17,18,17,28,24,0.9,80,9.75,1017,13.375,30,23,17,113,116,176,météo favorable
2011-09-18,26,17,23,17,26,17,0.3,84,10,1011,25.375,27,19,17,113,116,116,météo favorable
2011-09-19,21,10,15,10,21,19,0.7,54,9.875,1012,6.875,24,10,8,113,113,113,météo favorable
2011-09-20,22,14,12,14,22,18,0,51,10,1019,0,24,13,13,113,113,113,météo favorable
2011-09-21,26,15,13,15,26,18,0,50,10,1020,8.125,27,14,15,113,113,113,météo idéale
2011-09-22,25,16,10,16,25,21,0,66,10,1017,21.25,26,17,16,116,113,113,météo idéale
2011-09-23,26,15,10,15,26,19,0,67,10,1016,4.625,27,17,15,113,113,113,météo idéale
2011-09-24,24,15,9,15,24,21,3.2,78,9.75,1017,11.25,26,19,15,113,113,113,météo favorable
2011-09-25,23,17,13,17,23,20,1.2,76,9.625,1021,25.5,25,17,17,116,176,176,météo favorable
2011-09-26,25,15,14,15,25,20,0,59,10,1024,7.5,26,16,15,113,113,113,météo idéale
2011-09-27,26,15,15,15,26,20,0,55,10,1025,14.75,27,15,15,113,113,113,météo idéale
2011-09-28,25,15,18,15,25,21,0,58,10,1026,5.25,26,17,15,113,113,113,météo idéale
2011-09-29,25,15,18,15,25,21,0,58,10,1026,0.125,26,17,14,113,113,113,météo idéale
2011-09-30,25,15,15,15,25,21,0,60,10,1026,3.5,26,17,14,113,113,113,météo idéale
2011-10-01,26,15,13,15,26,21,0,59,10,1025,1.625,27,17,14,113,113,113,météo idéale
2011-10-02,27,17,10,17,27,20,0,55,10,1024,1.5,27,16,17,113,113,113,météo idéale
2011-10-03,26,17,10,17,26,22,0,63,10,1023,0.375,27,18,17,113,113,113,météo idéale
2011-10-04,25,16,12,16,25,22,0.7,83,10,1023,7.625,27,20,16,113,113,113,météo idéale
2011-10-05,25,16,11,16,25,19,0,86,10,1022,2.25,26,19,16,113,113,113,météo idéale
2011-10-06,26,14,19,14,26,21,0,85,10,1020,1.875,28,20,14,113,113,113,météo favorable
2011-10-07,25,13,28,13,25,17,0,74,10,1015,22.875,26,11,11,116,113,113,météo favorable
2011-10-08,19,10,13,10,19,15,0,52,10,1015,6.75,19,9,10,113,113,113,météo favorable
2011-10-09,18,10,12,10,18,15,0,52,10,1021,6.625,18,7,9,113,113,113,météo favorable
2011-10-10,22,11,15,11,22,19,0,65,10,1021,5.5,25,14,11,113,113,113,météo favorable
2011-10-11,25,14,12,14,25,19,0,75,10,1021,2.375,26,17,14,113,113,113,météo favorable
2011-10-12,26,15,14,15,26,19,0,74,10,1019,0.375,27,19,15,113,113,113,météo idéale
2011-10-13,24,14,14,14,24,18,0,66,10,1019,4,25,14,13,113,113,113,météo favorable
2011-10-14,20,13,19,13,20,15,0,68,10,1025,5.625,20,13,11,113,113,113,météo favorable
2011-10-15,20,10,22,10,20,17,0,56,10,1026,13.25,20,10,7,116,113,113,météo favorable
2011-10-16,21,11,9,11,21,17,0,50,10,1025,0.625,21,11,11,113,113,113,météo favorable
2011-10-17,19,10,12,10,19,17,0,75,10,1025,13.375,19,14,10,113,113,116,météo favorable
2011-10-18,20,10,17,10,20,17,0.3,83,9.875,1023,16.25,20,15,10,113,113,116,météo favorable
2011-10-19,22,10,26,10,22,19,0,79,10,1021,15.875,25,16,9,113,113,113,météo favorable
2011-10-20,18,12,21,12,18,14,0,75,10,1020,9,18,10,11,113,113,113,météo favorable
2011-10-21,17,8,17,8,17,12,0,59,10,1024,1.5,17,6,5,113,113,113,météo correcte
2011-10-22,17,7,15,7,17,12,0,55,10,1024,0.25,17,7,5,113,113,113,météo correcte
2011-10-23,17,5,14,5,17,10,0,73,10,1022,2.5,17,9,3,113,113,113,météo correcte
2011-10-24,16,9,27,9,15,14,4.5,71,8.5,1018,35.5,16,9,6,113,116,263,météo correcte
2011-10-25,16,11,33,11,15,14,44.6,90,7.875,1010,55.625,16,13,8,302,305,113,météo très défavorable
2011-10-26,16,9,9,9,16,13,0,83,10,1017,6.25,16,11,8,113,113,113,météo correcte
2011-10-27,17,14,19,10,17,15,0,73,10,1020,21.625,17,11,13,116,113,113,météo correcte
2011-10-28,18,15,22,12,18,15,0,65,10,1025,11.625,18,10,13,113,113,113,météo favorable
2011-10-29,20,15,15,12,20,15,0,68,10,1025,6.875,20,13,14,113,113,113,météo favorable
2011-10-30,20,15,9,11,20,17,0.1,77,10,1023,18.875,20,15,15,113,113,113,météo favorable
2011-10-31,19,14,12,11,19,16,0,73,10,1021,17,19,13,13,113,113,113,météo favorable
2011-11-01,19,13,13,10,19,13,0,72,10,1021,11.75,19,13,12,113,113,113,météo favorable
2011-11-02,18,14,11,9,18,16,0,80,10,1019,26.375,18,14,14,113,116,116,météo favorable
2011-11-03,18,15,22,13,17,16,1.6,82,8.875,1017,53.625,18,15,15,116,116,266,météo favorable
2011-11-04,16,15,29,13,16,15,26.3,87,7.75,1011,75.75,16,14,13,302,299,293,météo très défavorable
2011-11-05,17,16,28,14,17,16,29.9,87,7.75,1008,59.75,17,15,16,299,299,293,météo très défavorable
2011-11-06,17,15,24,13,17,16,99.6,87,6.5,1013,67.625,17,14,15,389,356,293,météo très défavorable
2011-11-07,16,13,36,10,16,14,5.2,80,9.5,1016,31.75,16,11,10,113,116,293,météo correcte
2011-11-08,16,14,37,12,16,15,8.4,76,8.5,1017,37.25,16,12,12,299,113,113,météo correcte
2011-11-09,15,14,31,12,15,14,18.1,76,7.75,1020,38.5,15,11,11,176,263,113,météo très défavorable
2011-11-10,20,13,6,10,20,14,0,72,10,1021,9.5,20,13,13,113,113,113,météo favorable
2011-11-11,16,13,11,10,16,14,0,76,10,1026,14.75,16,11,13,113,113,113,météo correcte
2011-11-12,16,12,12,10,16,14,0,71,10,1030,3.625,16,11,11,113,113,113,météo correcte
2011-11-13,18,11,17,8,18,13,0,61,10,1032,0,18,9,9,113,113,113,météo favorable
2011-11-14,19,11,11,8,19,12,0,63,10,1029,0,19,10,10,113,113,113,météo favorable
2011-11-15,17,10,15,7,17,12,0,63,10,1022,9,17,8,8,113,113,113,météo correcte
2011-11-16,15,10,18,7,15,10,0,56,10,1022,6.875,15,5,8,113,113,113,météo correcte
2011-11-17,16,11,6,7,16,12,0,57,10,1024,2.125,16,7,11,113,113,113,météo correcte
2011-11-18,16,12,12,7,16,9,0,70,10,1025,0.625,16,8,11,113,113,113,météo correcte
2011-11-19,16,10,21,7,16,13,0,77,10,1023,28.25,16,11,7,113,116,116,météo correcte
2011-11-20,16,13,20,9,16,13,0,75,10,1022,26.375,16,11,11,116,116,113,météo correcte
2011-11-21,15,12,26,10,14,13,0.7,72,9.75,1021,24.375,15,10,10,116,176,113,météo correcte
2011-11-22,17,12,28,11,17,12,0.5,66,9.875,1018,24,17,9,9,116,113,113,météo correcte
2011-11-23,17,12,6,9,17,13,0,67,10,1023,5.625,17,10,11,113,113,113,météo correcte
2011-11-24,16,12,13,9,16,12,0,58,10,1030,0.375,16,7,10,113,113,113,météo correcte
2011-11-25,17,12,8,8,17,10,0,62,10,1029,7.125,17,8,13,113,113,113,météo correcte
2011-11-26,17,12,8,8,17,12,0,79,10,1029,10.75,17,12,12,116,113,113,météo correcte
2011-11-27,18,12,10,9,18,11,0,77,10,1029,1.75,18,12,12,113,113,113,météo favorable
2011-11-28,16,11,13,8,16,12,0,82,10,1027,17.5,16,11,10,113,113,113,météo correcte
2011-11-29,16,10,9,7,16,11,0,71,10,1026,4.375,16,9,9,113,113,113,météo correcte
2011-11-30,15,11,7,8,15,12,0,87,10,1028,25.25,15,11,11,113,113,116,météo correcte
2011-12-01,17,11,10,8,17,14,0,83,10,1028,9,17,13,11,113,113,113,météo correcte
2011-12-02,18,14,13,9,18,15,3.9,85,9.625,1023,29,18,14,13,176,176,116,météo favorable
2011-12-03,17,11,12,9,17,14,0.9,74,9.875,1018,16.5,17,11,10,113,113,113,météo correcte
2011-12-04,16,10,9,7,16,13,0,73,10,1016,16,16,11,10,113,113,113,météo correcte
2011-12-05,18,14,35,9,18,9,0,76,10,1012,7.375,18,10,12,113,113,113,météo favorable
2011-12-06,13,8,21,6,13,9,0,54,10,1018,3.5,13,3,5,113,113,113,météo correcte
2011-12-07,15,8,33,5,15,10,0,64,10,1019,1.75,15,7,5,113,113,113,météo correcte
2011-12-08,15,12,7,8,15,13,0,63,10,1023,0.625,15,7,12,113,113,113,météo correcte
2011-12-09,16,9,16,6,16,8,0,64,10,1022,26.875,16,8,7,113,116,116,météo correcte
2011-12-10,15,9,10,6,15,9,0,71,10,1019,14.875,15,8,7,113,116,113,météo correcte
2011-12-11,14,9,10,6,14,10,0,77,10,1018,16.375,14,9,8,113,113,113,météo correcte
2011-12-12,16,8,24,6,16,12,0.3,75,10,1016,17.625,16,10,5,116,113,113,météo correcte
2011-12-13,12,8,17,6,12,10,0,61,10,1019,11,12,5,8,113,113,113,météo défavorable
2011-12-14,16,10,22,8,16,10,0,73,10,1017,9.75,16,10,8,113,113,113,météo correcte
2011-12-15,12,8,34,6,12,8,0,62,10,1021,10.625,12,2,4,113,113,116,météo défavorable
2011-12-16,17,14,36,8,17,14,2.3,83,9.25,1018,22.5,17,12,12,113,263,113,météo correcte
2011-12-17,12,8,23,5,12,9,0.6,55,9.875,1015,14.5,12,1,5,113,113,113,météo défavorable
2011-12-18,8,6,16,4,8,7,0.3,49,10,1014,21.875,8,0,3,113,113,116,météo très défavorable
2011-12-19,10,3,11,1,10,5,0,41,10,1020,3.125,10,0,0,113,113,113,météo très défavorable
2011-12-20,10,3,8,1,10,7,0,58,10,1020,13.25,10,2,2,113,116,113,météo très défavorable
2011-12-21,10,6,9,4,10,8,0,72,10,1019,8,10,4,5,113,113,113,météo défavorable
2011-12-22,11,9,7,6,11,9,0,73,10,1023,3.875,11,5,9,113,113,113,météo défavorable
2011-12-23,13,10,11,6,12,7,0,75,10,1024,1.25,13,8,9,113,113,113,météo correcte
2011-12-24,16,7,18,5,16,7,0,67,10,1027,1.625,16,6,4,113,113,113,météo correcte
2011-12-25,11,9,5,6,10,10,0,45,10,1034,3.125,11,0,8,113,113,113,météo défavorable
2011-12-26,12,7,10,5,11,8,0,51,10,1037,10,12,3,5,113,113,113,météo défavorable
2011-12-27,13,8,14,7,12,11,0,65,10,1037,5.625,13,7,6,113,113,113,météo correcte
2011-12-28,14,9,9,7,14,8,0,68,10,1033,1.375,14,7,9,113,113,113,météo correcte
2011-12-29,14,7,13,5,14,11,0.5,76,9.75,1024,20.25,14,9,5,113,176,116,météo correcte
2011-12-30,17,4,25,2,17,7,0,56,10,1022,2.875,17,6,0,113,113,113,météo correcte
2011-12-31,12,7,6,4,12,10,0,66,10,1020,10.375,12,5,7,113,113,113,météo défavorable
2012-01-01,13,10,4,7,13,10,0,80,10,1023,3.625,13,10,10,113,113,113,météo correcte
2012-01-02,14,10,17,6,14,12,2.4,91,8.875,1022,34.125,14,12,10,119,266,113,météo correcte
2012-01-03,11,8,13,6,11,10,0.1,51,10,1027,5.5,11,2,6,113,113,113,météo défavorable
2012-01-04,17,7,21,4,17,8,0,71,10,1025,9.625,17,12,3,113,113,113,météo correcte
2012-01-05,17,5,34,3,17,8,0,66,10,1023,4.625,17,11,2,113,113,113,météo correcte
2012-01-06,8,7,20,6,7,8,0,52,10,1020,0,8,1,3,113,113,113,météo très défavorable
2012-01-07,10,7,10,5,10,8,0,53,10,1022,7.25,10,1,6,113,113,113,météo défavorable
2012-01-08,16,9,5,6,14,8,0,59,10,1020,2,16,8,9,113,113,113,météo correcte
2012-01-09,11,10,8,7,11,9,0,55,10,1029,3,11,3,9,113,113,113,météo défavorable
2012-01-10,13,9,10,7,13,11,0,64,10,1030,1.5,13,6,9,113,113,113,météo correcte
2012-01-11,13,10,12,8,13,9,0,70,10,1034,0.25,13,6,10,113,113,113,météo correcte
2012-01-12,13,8,15,5,13,8,0,64,10,1031,38.375,13,6,8,116,116,116,météo correcte
2012-01-13,14,9,11,6,14,8,0,68,10,1025,1.375,14,8,9,113,113,113,météo correcte
2012-01-14,12,7,13,5,12,8,0,54,10,1020,0.375,12,2,4,113,113,113,météo défavorable
2012-01-15,10,6,10,4,10,7,0.3,75,10,1021,23.5,10,5,4,116,116,113,météo défavorable
2012-01-16,9,7,22,4,8,7,0,60,10,1024,2.125,9,2,3,113,113,113,météo défavorable
2012-01-17,9,6,11,4,9,7,0,61,10,1028,4.5,9,2,6,113,113,113,météo défavorable
2012-01-18,11,8,7,5,11,10,0,73,10,1034,3.125,11,7,7,113,113,113,météo défavorable
2012-01-19,13,7,14,4,13,9,0,51,10,1033,24.25,13,2,5,113,116,116,météo correcte
2012-01-20,15,7,13,5,15,7,0,63,10,1024,18.125,15,8,4,113,116,116,météo correcte
2012-01-21,13,9,12,6,12,13,0,65,10,1019,16,13,8,9,113,116,113,météo correcte
2012-01-22,15,10,9,7,14,11,0,82,10,1015,3,15,12,8,113,113,113,météo correcte
2012-01-23,14,9,8,6,14,10,0,74,10,1015,5.125,14,9,8,113,113,113,météo correcte
2012-01-24,15,7,10,6,14,10,0,61,10,1018,7.125,15,5,5,113,113,113,météo correcte
2012-01-25,10,6,12,4,10,7,0,64,10,1020,14.25,10,3,3,113,113,113,météo défavorable
2012-01-26,11,6,10,3,11,9,0.5,78,9.875,1020,52.875,11,7,6,116,119,119,météo défavorable
2012-01-27,9,8,12,6,9,8,3.3,86,6.875,1024,66.5,9,7,7,353,263,263,météo défavorable
2012-01-28,8,6,16,4,8,7,7.6,78,8.5,1021,60.625,8,5,3,116,116,113,météo très défavorable
2012-01-29,6,5,33,4,6,6,21.4,80,8.375,1019,69.75,6,3,0,302,293,296,météo très défavorable
2012-01-30,7,4,22,4,7,5,5,73,8.5,1021,52.875,7,3,0,263,116,113,météo très défavorable
2012-01-31,6,2,26,5,3,1,14.5,92,5.375,1021,75.25,6,3,-4,296,338,227,météo très défavorable
2012-02-01,6,0,18,-3,5,0,0.6,68,10,1014,18.125,6,1,-5,113,113,113,météo très défavorable
2012-02-02,4,2,30,-1,4,3,0,63,10,1018,17.5,4,0,-4,116,113,113,météo très défavorable
2012-02-03,5,-1,23,-3,5,2,0,56,10,1017,7.875,5,0,-7,113,113,113,météo très défavorable
2012-02-04,2,0,15,-1,2,-1,0,52,10,1022,27.75,2,0,-4,113,113,116,météo très défavorable
2012-02-05,4,-1,12,-3,4,0,0,62,10,1025,16.25,4,0,-4,116,113,113,météo très défavorable
2012-02-06,9,-2,10,-4,8,3,0,49,10,1022,1.625,9,0,-6,113,113,113,météo très défavorable
2012-02-07,6,0,25,-3,6,4,0,49,10,1017,23.125,6,0,-4,113,116,116,météo très défavorable
2012-02-08,5,4,36,3,5,4,0.3,62,10,1025,28,5,0,-2,116,116,113,météo très défavorable
2012-02-09,10,6,12,0,10,1,0,68,10,1024,11.5,10,4,6,113,113,116,météo défavorable
2012-02-10,5,0,40,-1,1,-2,0.2,68,10,1022,18,5,0,-7,113,113,116,météo très défavorable
2012-02-11,3,0,17,-2,2,1,0.7,61,10,1020,49.25,3,0,-5,323,116,116,météo très défavorable
2012-02-12,4,0,17,-3,3,1,0,54,10,1021,41.875,4,0,-5,116,116,116,météo très défavorable
2012-02-13,7,1,10,-4,7,-2,0,54,10,1022,17,7,0,0,113,113,116,météo très défavorable
2012-02-14,6,2,7,-4,6,4,0.1,66,10,1017,26.5,6,1,0,116,113,113,météo très défavorable
2012-02-15,13,3,10,-2,11,9,0,65,10,1016,3.25,13,7,1,113,113,113,météo correcte
2012-02-16,10,7,9,4,8,5,0,65,10,1020,5.625,10,4,7,113,113,113,météo défavorable
2012-02-17,11,8,9,3,11,8,0,79,10,1023,6.75,11,8,8,113,113,113,météo défavorable
2012-02-18,11,7,10,1,11,8,0,76,10,1021,13,11,7,6,116,113,113,météo défavorable
2012-02-19,12,7,9,0,11,10,0.6,73,9.875,1019,10,12,7,7,113,113,113,météo défavorable
2012-02-20,8,7,36,5,8,7,5.2,67,8.125,1028,41.375,8,4,2,176,176,296,météo très défavorable
2012-02-21,10,6,20,3,10,7,0,66,10,1028,30.375,10,4,2,116,116,113,météo défavorable
2012-02-22,13,7,24,4,12,8,0,54,10,1027,18.5,13,3,4,113,116,113,météo correcte
2012-02-23,11,10,12,5,10,6,0,68,10,1024,8.5,11,5,9,113,113,113,météo défavorable
2012-02-24,11,11,12,5,11,7,0,76,10,1026,9.375,11,7,9,113,113,113,météo défavorable
2012-02-25,16,12,13,5,16,9,0,75,10,1024,17.125,16,12,11,113,113,113,météo correcte
2012-02-26,15,10,8,7,15,12,0,76,10,1019,3.5,15,11,9,113,113,113,météo correcte
2012-02-27,12,9,11,5,12,10,0,71,10,1023,7.875,12,7,9,113,113,113,météo défavorable
2012-02-28,13,10,14,5,13,10,0,78,10,1023,5,13,9,9,113,113,113,météo correcte
2012-02-29,16,11,15,6,15,11,0,66,10,1022,5.75,16,10,10,113,113,113,météo correcte
2012-03-01,15,12,8,9,14,13,0,72,10,1026,5.125,15,10,12,113,113,113,météo correcte
2012-03-02,17,12,16,8,16,12,0,72,10,1026,2.375,17,11,11,113,113,113,météo correcte
2012-03-03,18,10,18,7,18,11,0.3,64,9.875,1025,8.125,18,11,9,113,113,113,météo favorable
2012-03-04,15,9,13,6,15,13,0.6,80,10,1022,26.375,15,12,9,116,116,116,météo correcte
2012-03-05,14,12,23,11,14,7,15.9,80,8.125,1016,49.25,14,10,9,176,299,176,météo défavorable
2012-03-06,8,5,22,5,8,7,8.3,72,9.125,1021,60.375,8,2,2,296,296,293,météo très défavorable
2012-03-07,11,3,19,3,11,8,0,57,10,1026,9.375,11,2,-1,113,113,116,météo très défavorable
2012-03-08,12,7,28,7,12,10,0.4,76,10,1023,31,12,4,4,113,116,113,météo défavorable
2012-03-09,10,6,31,6,10,8,0,56,10,1032,6.375,10,1,1,113,113,113,météo défavorable
2012-03-10,16,4,17,4,16,12,0,48,10,1032,16.625,16,5,0,113,116,116,météo correcte
2012-03-11,16,6,9,6,16,16,0,58,10,1025,6,16,10,4,113,113,113,météo correcte
2012-03-12,14,8,12,8,14,11,0,64,10,1022,2.25,14,7,7,113,113,113,météo correcte
2012-03-13,16,8,13,8,15,13,0,74,10,1025,1.375,16,11,6,113,113,113,météo correcte
2012-03-14,15,9,10,9,15,13,0,79,10,1029,1.75,15,10,9,113,113,113,météo correcte
2012-03-15,17,9,14,9,17,13,0,83,10,1030,0.625,17,10,10,113,113,113,météo correcte
2012-03-16,17,8,17,8,17,12,0,81,10,1030,0,17,9,7,113,113,113,météo correcte
2012-03-17,17,7,10,7,17,13,0,75,10,1028,13.75,17,9,7,113,113,116,météo correcte
2012-03-18,15,6,18,6,15,12,0,80,10,1025,10.5,15,10,3,113,113,113,météo correcte
2012-03-19,13,7,19,7,13,10,0,76,10,1029,1.125,13,6,4,113,113,113,météo correcte
2012-03-20,13,8,21,8,13,11,0.3,79,9.375,1033,24.75,13,6,5,113,116,116,météo correcte
2012-03-21,16,9,25,9,16,14,0.6,67,9.75,1032,16.625,16,8,5,113,113,113,météo correcte
2012-03-22,17,8,23,8,17,14,0,59,10,1031,17.875,17,8,5,116,113,113,météo correcte
2012-03-23,17,8,25,8,17,12,0,64,10,1027,12.125,17,9,5,113,113,113,météo correcte
2012-03-24,16,8,17,8,16,13,0,60,10,1024,7.625,16,9,5,113,113,113,météo correcte
2012-03-25,16,9,9,9,16,13,3,72,9.625,1027,13.625,16,9,9,113,176,176,météo correcte
2012-03-26,17,9,16,9,17,14,1,63,10,1028,4,17,9,6,113,113,113,météo correcte
2012-03-27,18,9,12,9,18,15,0,52,10,1028,2.625,18,11,8,113,113,113,météo favorable
2012-03-28,18,11,9,11,18,14,0,56,10,1027,2.125,18,9,10,113,113,113,météo favorable
2012-03-29,20,10,15,10,20,14,0,63,10,1023,1.125,20,12,10,113,113,113,météo favorable
2012-03-30,19,11,12,11,19,15,0,83,10,1014,2.875,19,14,11,113,113,113,météo favorable
2012-03-31,20,10,17,10,20,16,0,80,10,1011,3.375,20,15,9,113,113,113,météo favorable
2012-04-01,16,9,18,9,16,14,0.6,77,10,1010,5.375,16,12,7,113,113,113,météo correcte
2012-04-02,15,12,19,12,15,14,0.6,84,10,1012,23.125,15,12,10,116,113,113,météo correcte
2012-04-03,15,11,12,11,15,15,0.6,91,9.375,1010,26.5,15,12,11,116,116,113,météo correcte
2012-04-04,15,9,6,9,15,14,7.4,89,8.875,1008,58.875,15,13,9,119,293,296,météo correcte
2012-04-05,15,10,13,10,15,14,2,90,9,1009,23,15,12,10,113,113,176,météo correcte
2012-04-06,16,12,18,12,16,15,0.8,90,9.875,1009,17.25,16,13,12,113,113,176,météo correcte
2012-04-07,19,10,35,10,19,12,0.6,80,9.875,1008,12.75,19,11,7,113,113,113,météo favorable
2012-04-08,15,10,14,10,15,14,0.4,71,9.875,1009,14.75,15,8,8,113,113,113,météo correcte
2012-04-09,13,9,14,9,12,11,0.6,87,10,1013,46.5,13,9,7,116,116,353,météo correcte
2012-04-10,15,11,17,11,14,14,20.3,91,7.875,1011,63.25,15,12,11,116,176,302,météo très défavorable
2012-04-11,17,11,23,11,16,13,12.5,87,9.125,1004,23.875,17,12,8,113,113,113,météo correcte
2012-04-12,16,8,26,8,16,13,2.8,83,8.75,1005,29.125,16,10,5,113,116,293,météo correcte
2012-04-13,15,11,18,11,14,14,6.7,86,7,1002,46,15,11,9,293,293,263,météo correcte
2012-04-14,14,11,8,11,14,13,7.5,77,8,997,45.75,14,9,10,296,293,293,météo correcte
2012-04-15,12,9,15,9,12,11,3.1,80,9.5,1001,14,12,8,7,113,176,176,météo défavorable
2012-04-16,15,7,12,7,15,13,0.8,71,9.75,1008,15.125,15,8,5,113,176,113,météo correcte
2012-04-17,15,8,17,8,15,13,2.2,79,9.125,1009,20.5,15,9,6,113,113,176,météo correcte
2012-04-18,19,8,37,8,19,14,0.1,69,10,1005,20.125,19,9,6,116,113,113,météo favorable
2012-04-19,15,8,16,8,15,14,3.4,81,9.625,998,27.5,15,11,6,116,176,176,météo correcte
2012-04-20,15,9,30,9,14,12,2.1,71,10,1005,4.625,15,6,8,113,113,113,météo correcte
2012-04-21,16,8,35,8,16,13,0,75,10,1010,2.375,16,9,5,113,113,113,météo correcte
2012-04-22,18,10,30,10,18,15,0.1,79,10,1011,17.875,18,8,7,113,113,116,météo favorable
2012-04-23,17,8,32,8,17,13,0,75,10,1011,17.25,17,9,6,113,113,113,météo correcte
2012-04-24,17,10,38,10,17,13,9.3,80,9.375,1007,20.125,17,8,6,113,113,113,météo correcte
2012-04-25,14,8,27,8,14,12,0,84,10,1015,13.75,14,9,5,113,113,113,météo correcte
2012-04-26,16,9,23,9,16,14,0,85,10,1017,9.125,16,12,7,113,113,113,météo correcte
2012-04-27,21,11,22,11,21,17,0,82,10,1018,16.875,21,14,9,113,113,116,météo favorable
2012-04-28,22,13,31,13,22,15,0,76,10,1018,20.5,25,14,11,113,113,116,météo favorable
2012-04-29,15,12,22,12,15,14,23.2,93,8.25,1018,65.125,15,14,10,308,302,176,météo très défavorable
2012-04-30,16,9,26,9,15,16,15.6,90,9.25,1018,57.75,16,14,6,293,299,353,météo défavorable
2012-05-01,16,11,11,11,16,14,2.6,84,9.375,1018,28,16,11,11,113,176,176,météo correcte
2012-05-02,17,12,22,12,17,15,1.2,83,9.875,1018,7,17,12,12,113,113,113,météo correcte
2012-05-03,20,11,22,11,20,16,0,82,10,1016,2.625,20,13,10,113,113,113,météo favorable
2012-05-04,18,10,22,10,18,15,0.6,90,9.875,1012,9.875,18,14,9,113,113,176,météo favorable
2012-05-05,17,12,18,12,17,15,1.7,87,9.625,1010,17.75,17,14,11,116,176,113,météo correcte
2012-05-06,16,11,14,11,16,15,2.4,91,9.125,1012,40.875,16,13,11,116,296,263,météo correcte
2012-05-07,17,13,14,13,17,15,1,81,10,1018,5.75,17,12,13,113,113,113,météo correcte
2012-05-08,18,12,13,12,18,16,0.5,85,9.875,1019,17.375,18,14,12,113,113,176,météo favorable
2012-05-09,18,12,13,12,18,17,0.2,88,10,1022,19.5,18,15,13,113,113,113,météo favorable
2012-05-10,21,15,11,15,21,19,0,81,10,1025,7.125,21,16,15,113,113,113,météo favorable
2012-05-11,22,17,12,17,22,19,0.4,81,10,1025,7.375,25,16,17,113,113,113,météo favorable
2012-05-12,24,18,13,18,24,21,0.6,80,10,1024,7.875,26,18,18,113,113,113,météo idéale
2012-05-13,20,14,17,15,20,14,3.2,82,9.75,1017,28.125,20,16,14,113,353,176,météo correcte
2012-05-14,16,12,13,12,15,15,0.9,85,8.375,1017,50.25,16,13,12,119,263,116,météo correcte
2012-05-15,21,13,14,13,20,19,0.1,76,10,1013,9.25,21,13,13,113,113,113,météo favorable
2012-05-16,16,11,17,11,16,14,0,66,10,1018,7.75,16,8,10,113,113,113,météo correcte
2012-05-17,18,12,16,12,18,16,0,61,10,1019,10.625,18,8,12,113,113,113,météo favorable
2012-05-18,18,11,14,11,18,17,0.5,66,9.875,1016,24.875,18,10,10,176,113,113,météo favorable
2012-05-19,20,13,27,13,19,17,0.6,72,9.25,1015,20.5,20,12,11,113,263,113,météo correcte
2012-05-20,17,14,28,14,17,16,12.3,89,8.25,1011,64.75,17,15,12,116,293,299,météo correcte
2012-05-21,16,12,16,12,16,15,23.8,84,8,1006,59.375,16,13,11,299,176,299,météo très défavorable
2012-05-22,16,11,11,11,15,15,0.6,81,9.75,1011,27.25,16,12,11,116,176,113,météo correcte
2012-05-23,20,14,13,14,20,18,1.6,77,9.625,1016,20.25,20,14,14,113,113,176,météo favorable
2012-05-24,23,16,9,16,21,20,7,77,9.625,1018,7,25,17,16,113,176,176,météo favorable
2012-05-25,21,16,10,18,20,16,6,83,9.375,1016,21.875,21,16,16,113,176,176,météo favorable
2012-05-26,20,14,11,14,20,19,6.8,85,9.625,1017,29,20,16,15,176,353,386,météo correcte
2012-05-27,21,14,10,14,21,19,2.2,79,9.375,1017,28.875,21,15,15,116,176,353,météo favorable
2012-05-28,20,13,10,13,20,20,2.4,91,9.625,1015,24.375,20,18,13,116,176,113,météo favorable
2012-05-29,21,14,14,14,21,20,2.8,86,9.625,1015,10.375,24,18,14,113,176,176,météo favorable
2012-05-30,20,15,12,15,20,20,3.7,88,9.75,1018,9.875,20,18,15,113,176,113,météo favorable
