#### EXPORT DONNEES METEO POUR "NICE (ALPES-MARITIMES)" (LAT/LON: 43.7101728/7.2619532)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2010-12-29,9,6,8,1,9,6,0,88,10,1022,32.875,9,7,5,113,116,116,météo défavorable
2010-12-30,10,6,13,0,10,7,0,82,10,1022,17.625,10,7,4,113,113,113,météo défavorable
2010-12-31,10,5,17,4,10,4,0.6,84,8.375,1022,48.5,10,7,2,116,263,113,météo très défavorable
2011-01-01,10,6,12,3,10,6,0.5,82,9.25,1019,41.125,10,6,4,113,113,113,météo défavorable
2011-01-02,10,9,13,7,10,8,1.2,87,8.125,1014,61.375,10,8,7,263,263,353,météo défavorable
2011-01-03,8,5,13,4,8,5,0.2,76,10,1020,38,8,4,3,113,116,116,météo très défavorable
2011-01-04,7,6,12,6,7,6,2,83,4.77778,1021,76.6667,7,4,4,266,263,266,météo très défavorable
2011-01-05,7,6,15,5,7,7,0.9,84,9,1019,81.375,7,5,3,119,119,122,météo très défavorable
2011-01-06,9,6,15,4,8,8,2.8,87,5.75,1019,68.75,9,7,3,116,266,263,météo défavorable
2011-01-07,10,10,13,8,10,10,7.9,96,6.75,1021,92.125,10,10,8,296,296,266,météo défavorable
2011-01-08,13,11,8,9,12,12,0.9,94,5,1021,68.125,13,12,10,266,116,143,météo défavorable
2011-01-09,12,10,14,8,12,11,1.1,90,8.875,1021,39.625,12,10,10,116,116,266,météo défavorable
2011-01-10,12,10,10,8,12,11,4.3,89,8.5,1018,49.375,12,9,10,176,353,263,météo défavorable
2011-01-11,11,9,18,6,11,9,0.2,81,10,1017,27.75,11,7,7,113,116,113,météo défavorable
2011-01-12,10,8,8,5,9,7,0,68,10,1021,7,10,4,7,113,113,113,météo défavorable
2011-01-13,12,9,8,6,12,11,0,82,10,1021,11.25,12,8,9,113,113,113,météo défavorable
2011-01-14,11,7,11,7,11,7,0,79,10,1022,11,11,7,5,113,113,113,météo défavorable
2011-01-15,13,9,11,6,11,11,0,77,10,1027,0.25,13,9,7,113,113,113,météo correcte
2011-01-16,12,10,7,7,12,10,0,85,10,1029,0,12,9,11,113,113,113,météo défavorable
2011-01-17,13,8,12,4,13,9,0,81,10,1029,17.25,13,9,7,119,113,113,météo correcte
2011-01-18,13,7,11,4,13,8,0,78,10,1027,4,13,8,5,113,113,113,météo correcte
2011-01-19,13,6,8,3,13,10,0.6,87,9.25,1024,26.375,13,10,6,116,113,263,météo correcte
2011-01-20,8,6,21,3,8,7,0.7,67,9.25,1019,26.5,8,4,2,113,176,113,météo très défavorable
2011-01-21,6,4,27,2,5,4,0,46,10,1021,33.625,6,0,-1,116,113,116,météo très défavorable
2011-01-22,8,5,15,2,8,5,0.1,53,9.875,1019,19.5,8,0,2,113,113,113,météo très défavorable
2011-01-23,10,5,6,1,10,4,0,51,10,1019,13.625,10,0,3,113,113,113,météo très défavorable
2011-01-24,10,4,10,3,10,5,0,59,10,1020,3.875,10,1,2,113,113,113,météo très défavorable
2011-01-25,10,5,11,1,10,6,0,70,10,1018,3.875,10,4,4,113,113,113,météo très défavorable
2011-01-26,9,6,8,2,9,6,0.6,74,10,1013,5,9,4,5,113,113,113,météo défavorable
2011-01-27,9,7,25,5,9,5,1,75,9.75,1011,13,9,3,3,116,113,113,météo défavorable
2011-01-28,8,5,28,3,8,6,0,66,10,1018,19.375,8,2,0,113,116,113,météo très défavorable
2011-01-29,8,5,26,3,7,6,1.8,70,6.75,1018,47.875,8,3,1,116,263,266,météo très défavorable
2011-01-30,8,6,18,5,8,6,6,75,9.5,1021,31.125,8,4,2,176,116,113,météo très défavorable
2011-01-31,9,4,21,2,9,8,0,71,10,1023,24.5,9,4,0,113,113,116,météo très défavorable
2011-02-01,10,6,14,3,9,7,1.5,69,10,1022,16.75,10,4,3,113,113,113,météo défavorable
2011-02-02,11,6,12,3,9,6,0,66,10,1021,6.125,11,5,3,113,113,113,météo défavorable
2011-02-03,11,7,7,4,10,8,0,67,10,1024,5.875,11,6,6,113,113,113,météo défavorable
2011-02-04,10,8,8,7,9,6,0,71,10,1028,4.75,10,5,8,113,113,113,météo défavorable
2011-02-05,12,9,11,6,12,7,0,74,10,1028,4.875,12,7,9,113,113,113,météo défavorable
2011-02-06,13,9,6,5,12,6,0,75,10,1028,43.375,13,9,9,116,116,116,météo correcte
2011-02-07,14,9,11,4,11,7,0,72,10,1027,10.25,14,9,8,113,113,113,météo correcte
2011-02-08,14,7,12,5,13,8,0,64,10,1025,0.5,14,7,5,113,113,113,météo correcte
2011-02-09,13,8,9,5,12,9,0,67,10,1023,0,13,7,9,113,113,113,météo correcte
2011-02-10,12,8,12,4,12,8,0,72,10,1024,0,12,6,6,113,113,113,météo défavorable
2011-02-11,13,6,19,3,12,9,0,74,10,1023,7.375,13,8,4,113,113,113,météo correcte
2011-02-12,13,7,18,4,13,9,0,78,10,1020,8.75,13,9,5,113,113,116,météo correcte
2011-02-13,13,7,13,3,13,11,0.2,80,10,1017,22.25,13,10,7,113,113,116,météo correcte
2011-02-14,12,10,12,8,12,11,1.1,82,9.75,1013,33.75,12,9,10,116,116,176,météo défavorable
2011-02-15,12,10,12,8,12,11,22.5,92,6,1009,69.875,12,10,8,296,305,293,météo très défavorable
2011-02-16,9,5,39,8,7,8,52.4,88,6.875,1000,62.625,9,8,0,308,305,305,météo très défavorable
2011-02-17,10,9,27,7,9,8,10,88,8.375,1004,48.125,10,7,5,116,299,299,météo défavorable
2011-02-18,13,7,9,5,13,9,0.2,72,10,1009,18.375,13,7,6,113,113,113,météo correcte
2011-02-19,11,9,11,4,11,6,0,79,10,1012,20.875,11,7,8,113,113,116,météo défavorable
2011-02-20,11,9,6,7,11,9,5.9,82,8.25,1012,40,11,8,9,263,293,176,météo défavorable
2011-02-21,12,8,14,2,12,10,0.5,74,10,1012,8.5,12,8,8,113,113,113,météo défavorable
2011-02-22,9,8,15,7,9,8,8.2,86,7.5,1011,48.625,9,7,6,176,293,293,météo défavorable
2011-02-23,9,5,12,3,9,6,0.3,71,10,1022,23.75,9,4,3,113,113,116,météo très défavorable
2011-02-24,9,5,12,2,9,8,0.2,77,10,1024,32.125,9,5,3,113,116,116,météo très défavorable
2011-02-25,11,8,11,2,11,6,0,78,10,1024,17.125,11,8,6,113,116,116,météo défavorable
2011-02-26,11,9,14,2,11,9,0.2,80,9,1022,39.25,11,8,8,113,116,119,météo défavorable
2011-02-27,8,7,15,5,8,8,8.6,81,7.125,1014,64.875,8,5,4,296,296,263,météo très défavorable
2011-02-28,9,7,25,6,8,8,3.5,72,5.5,1018,51.75,9,4,3,263,263,263,météo défavorable
2011-03-01,11,6,35,6,11,9,1.9,70,6.75,1019,45.125,11,5,1,113,263,263,météo défavorable
2011-03-02,9,7,33,4,9,5,0.1,64,10,1022,29.375,9,2,2,113,116,113,météo défavorable
2011-03-03,8,7,21,4,8,7,2.2,74,6.75,1025,52.375,8,4,3,116,263,266,météo très défavorable
2011-03-04,10,5,28,5,10,9,2.1,72,9,1026,28.875,10,5,1,113,263,116,météo très défavorable
2011-03-05,12,7,8,3,12,8,0.2,72,10,1023,26.625,12,6,6,116,113,113,météo défavorable
2011-03-06,11,9,8,6,11,7,0.1,75,10,1018,20.75,11,6,9,116,113,113,météo défavorable
2011-03-07,11,6,26,6,10,9,0,77,10,1032,16.125,11,7,2,113,113,116,météo défavorable
2011-03-08,10,2,24,2,10,6,0,71,10,1034,1.875,10,4,-3,113,113,113,météo très défavorable
2011-03-09,10,0,12,0,10,7,0,75,10,1027,2.875,10,5,0,113,113,113,météo très défavorable
2011-03-10,11,1,12,1,11,8,0,79,10,1024,25.25,11,7,-1,116,116,113,météo très défavorable
2011-03-11,12,4,12,4,12,10,0.5,86,9.375,1022,29.125,12,9,2,113,116,263,météo très défavorable
2011-03-12,12,8,40,8,11,11,8.1,86,9.375,1020,61.125,12,9,5,116,122,296,météo défavorable
2011-03-13,9,6,43,6,9,8,40.5,88,6.5,1013,81.625,9,6,1,308,302,176,météo très défavorable
2011-03-14,12,6,24,6,12,11,0.5,84,10,1017,49.25,12,9,3,119,116,116,météo défavorable
2011-03-15,12,8,37,8,12,11,16.1,86,7.125,1015,59.625,12,9,4,263,293,293,météo très défavorable
2011-03-16,12,8,24,8,12,11,14.1,87,7.625,1007,57.5,12,10,4,302,266,176,météo défavorable
2011-03-17,12,8,9,8,12,10,1.8,85,7,1009,53.125,12,9,8,266,116,176,météo défavorable
2011-03-18,13,7,12,7,13,12,0,72,10,1019,6.75,13,10,5,113,113,113,météo correcte
2011-03-19,15,8,10,8,15,12,7.4,85,9.375,1019,25.875,15,11,8,113,113,299,météo correcte
2011-03-20,11,9,27,9,11,10,3.9,78,9.125,1027,29,11,7,5,293,113,113,météo défavorable
2011-03-21,11,6,14,6,11,9,0.5,73,9.25,1031,19.625,11,5,6,113,263,113,météo défavorable
2011-03-22,12,6,24,6,12,10,0,64,10,1034,17.75,12,5,2,113,113,113,météo défavorable
2011-03-23,15,6,14,6,15,14,0,60,10,1034,4,15,10,3,113,113,113,météo correcte
2011-03-24,18,9,8,9,18,11,0,73,10,1033,4,18,10,9,113,113,113,météo favorable
2011-03-25,17,7,21,7,17,10,0,75,10,1029,11.625,17,9,5,113,113,113,météo correcte
2011-03-26,15,6,17,6,15,12,0,76,10,1020,16.25,15,10,3,113,113,116,météo correcte
2011-03-27,13,6,11,6,12,12,7.6,92,8.625,1017,64.125,13,11,6,116,296,293,météo correcte
2011-03-28,14,10,16,10,14,12,6.8,91,7.75,1013,50,14,11,8,176,263,176,météo correcte
2011-03-29,14,8,10,8,14,12,2.1,84,9.625,1016,14.25,14,10,6,113,176,176,météo correcte
2011-03-30,13,8,9,8,13,12,3.5,84,9.125,1020,23.75,13,10,7,176,176,176,météo correcte
2011-03-31,15,9,12,9,15,13,0,85,10,1023,19.125,15,10,10,113,116,113,météo correcte
2011-04-01,18,10,9,10,18,14,0,85,10,1024,5.75,18,12,10,113,113,113,météo favorable
2011-04-02,19,10,13,10,19,15,0,90,10,1022,4.375,19,14,10,113,113,113,météo favorable
2011-04-03,19,10,19,10,19,14,0,75,10,1018,4.125,19,13,9,113,113,113,météo favorable
2011-04-04,20,10,8,10,20,14,0.1,84,10,1017,7.75,20,13,10,113,113,113,météo favorable
2011-04-05,16,10,15,10,16,15,0,85,10,1026,6.375,16,12,8,113,113,113,météo correcte
2011-04-06,19,11,10,11,19,16,0,81,10,1028,7.625,19,12,11,113,113,113,météo favorable
2011-04-07,20,12,16,12,20,14,0,78,10,1027,3.625,20,12,13,113,113,113,météo favorable
2011-04-08,21,14,11,14,21,17,0,93,10,1022,0.625,24,17,14,113,113,113,météo favorable
2011-04-09,21,13,11,13,21,18,0.2,90,10,1019,2.75,24,17,13,113,113,113,météo favorable
2011-04-10,19,13,11,13,19,16,2.8,82,9.75,1021,5.375,19,13,14,113,113,176,météo favorable
2011-04-11,19,13,12,13,19,15,3.2,79,9.625,1020,4.625,19,12,12,113,113,176,météo favorable
2011-04-12,20,12,15,12,20,19,0.3,83,10,1017,4.875,20,16,12,113,113,113,météo favorable
2011-04-13,15,9,18,9,15,12,0,64,10,1017,15.75,15,7,7,113,113,116,météo correcte
2011-04-14,16,9,14,9,15,11,5.3,81,9.5,1014,32.5,16,9,9,116,293,176,météo correcte
2011-04-15,14,10,21,10,14,11,1.8,75,8.625,1016,22.875,14,6,8,263,113,113,météo correcte
2011-04-16,15,8,17,8,15,12,0.1,66,10,1020,10.75,15,6,5,113,113,113,météo correcte
2011-04-17,16,10,12,10,16,13,0.4,75,10,1022,21,16,9,10,116,113,113,météo correcte
2011-04-18,17,10,13,10,17,14,0,80,10,1022,6.875,17,11,9,113,113,113,météo correcte
2011-04-19,17,10,14,10,17,15,0,80,10,1018,6.125,17,12,9,113,113,113,météo correcte
2011-04-20,17,10,18,10,17,14,0,73,10,1019,6.75,17,9,8,113,113,116,météo correcte
2011-04-21,18,10,22,10,18,15,0,73,10,1019,3.75,18,10,7,113,113,113,météo favorable
2011-04-22,18,10,32,10,18,12,2,80,9.125,1016,20,18,9,7,113,113,293,météo favorable
2011-04-23,14,12,30,12,14,13,15.1,86,7.75,1016,59.625,14,12,9,263,302,263,météo défavorable
2011-04-24,17,12,16,12,17,15,0.7,89,9.625,1016,22.5,17,14,10,116,176,176,météo correcte
2011-04-25,19,12,16,12,19,17,1.4,87,9.625,1015,14.75,19,14,10,113,176,176,météo favorable
2011-04-26,20,11,16,11,20,16,3.3,79,9.125,1011,14.375,20,13,9,113,113,176,météo favorable
2011-04-27,18,11,18,11,18,15,8.7,83,9.25,1011,27,18,13,9,113,176,293,météo correcte
2011-04-28,16,11,14,11,16,15,8.2,84,9,1010,21.625,16,12,12,176,176,176,météo correcte
2011-04-29,16,12,15,12,16,15,4.6,81,9,1010,23.875,16,12,11,176,176,176,météo correcte
2011-04-30,19,10,27,10,19,17,0.4,78,10,1007,10.75,19,13,7,113,113,113,météo favorable
2011-05-01,18,11,15,11,18,16,1,85,9.875,1007,8.375,18,13,10,113,113,113,météo favorable
2011-05-02,19,12,21,12,19,16,1,87,10,1007,27,19,15,11,113,116,116,météo favorable
2011-05-03,18,12,15,12,18,17,3.8,86,9.625,1006,18.25,18,14,13,113,113,176,météo favorable
2011-05-04,18,12,14,12,18,16,7,88,9,1015,18,18,14,11,176,176,176,météo favorable
2011-05-05,16,12,15,12,16,15,0.4,83,9.875,1023,16.625,16,11,11,113,113,113,météo correcte
2011-05-06,18,12,15,12,18,16,0.6,78,10,1025,6.125,18,13,11,113,113,113,météo favorable
2011-05-07,20,12,14,12,20,17,0,80,10,1024,7.375,20,14,10,113,113,113,météo favorable
2011-05-08,21,13,12,13,21,18,1.3,79,9.625,1020,21.625,21,14,12,113,113,176,météo favorable
2011-05-09,17,14,18,14,17,16,1.6,87,9.125,1027,32.875,17,13,13,176,116,113,météo correcte
2011-05-10,20,14,11,14,20,18,0.6,76,9.25,1028,17.5,20,14,14,113,113,176,météo favorable
2011-05-11,22,15,14,15,22,19,4.3,78,9.125,1025,35,25,16,16,176,353,176,météo correcte
2011-05-12,22,15,18,15,22,19,6.8,86,9.5,1019,14.25,25,17,15,113,113,386,météo favorable
2011-05-13,20,15,13,15,20,18,2.1,91,8.625,1018,17.875,20,17,15,113,176,176,météo favorable
2011-05-14,21,14,17,14,21,20,1.5,90,7.5,1018,40.625,21,18,14,116,263,176,météo correcte
2011-05-15,22,13,23,13,22,15,2.1,78,9.75,1012,8.875,25,14,14,113,113,113,météo favorable
2011-05-16,18,13,15,13,18,16,0,71,10,1022,9.25,18,11,13,113,113,113,météo favorable
2011-05-17,20,14,13,14,20,18,0.4,72,9.875,1022,12,20,13,14,113,113,113,météo favorable
2011-05-18,21,14,10,14,21,20,4.1,74,9.375,1020,18.625,24,14,14,176,176,113,météo favorable
2011-05-19,20,14,15,14,20,20,4,83,9.625,1019,11.5,20,17,13,113,176,113,météo favorable
2011-05-20,22,14,15,14,21,22,0.9,78,10,1020,3,25,17,13,113,113,113,météo favorable
2011-05-21,22,15,11,15,22,20,1,70,10,1020,2.75,25,15,15,113,113,113,météo favorable
2011-05-22,22,16,12,16,22,20,4,76,9.75,1019,7.5,25,16,16,113,176,113,météo favorable
2011-05-23,22,17,11,17,22,20,4.8,73,9.625,1021,7.875,25,15,17,113,176,176,météo favorable
2011-05-24,23,18,11,18,23,21,3.5,72,9.5,1021,4,25,16,18,113,176,176,météo favorable
2011-05-25,24,17,12,17,24,20,6.4,76,9.625,1021,5.5,26,18,17,113,176,176,météo favorable
2011-05-26,23,18,17,18,22,21,1,73,9.875,1019,5.125,25,16,18,113,113,113,météo favorable
2011-05-27,26,16,38,16,25,21,0.7,67,9.375,1014,16.875,27,18,16,116,113,113,météo idéale
2011-05-28,21,16,14,16,21,20,0,71,10,1015,6.125,21,15,16,113,113,113,météo favorable
2011-05-29,21,17,14,17,21,21,0,73,10,1019,4,25,16,17,113,113,113,météo favorable
2011-05-30,24,17,12,17,24,22,0,74,10,1018,4.625,25,17,17,113,113,113,météo idéale
2011-05-31,21,16,15,16,21,20,0.6,79,9.875,1016,32.875,25,16,16,116,116,116,météo favorable
2011-06-01,17,15,23,15,17,16,4.4,82,9.375,1017,15,17,13,15,176,113,113,météo correcte
2011-06-02,20,15,5,15,20,20,4.4,79,9.625,1020,52.75,20,16,15,293,353,176,météo correcte
2011-06-03,24,16,19,16,23,22,4.4,78,9.625,1020,30,25,17,16,176,176,113,météo favorable
2011-06-04,24,16,17,16,24,22,9.2,83,9.125,1018,14.25,26,19,16,176,176,176,météo correcte
2011-06-05,22,15,13,15,22,21,4.7,79,9.75,1014,21.375,25,17,15,113,113,113,météo favorable
2011-06-06,22,15,11,15,21,21,3.1,80,9.875,1011,16.375,25,17,14,113,113,113,météo favorable
2011-06-07,22,16,13,16,21,20,2.3,79,9,1008,25.25,25,16,16,113,263,176,météo correcte
2011-06-08,21,15,19,15,21,20,5.3,88,9.375,1009,25.25,21,17,14,113,176,176,météo favorable
2011-06-09,21,15,15,15,21,20,5,76,9.75,1014,4.25,25,15,15,113,113,113,météo favorable
2011-06-10,22,16,18,16,21,21,0.7,75,9.75,1014,13.375,25,16,16,113,176,113,météo favorable
2011-06-11,22,15,10,15,22,21,1.2,80,10,1015,7.125,25,18,15,113,113,113,météo favorable
2011-06-12,20,17,11,17,20,20,2.7,85,9.625,1017,16.875,20,17,17,113,113,176,météo favorable
2011-06-13,22,16,14,16,22,21,3.9,84,9.625,1016,15.875,25,18,16,113,113,176,météo favorable
2011-06-14,23,17,11,17,23,22,6,80,9.5,1017,13,25,18,17,113,176,176,météo favorable
2011-06-15,24,18,12,18,24,23,1.3,77,10,1018,7.75,26,18,18,113,113,113,météo idéale
2011-06-16,25,18,18,18,25,23,1.8,82,9.875,1018,9.5,26,20,18,113,113,113,météo idéale
2011-06-17,24,17,19,17,24,22,1.7,86,9.625,1016,23.625,26,20,17,113,176,176,météo favorable
2011-06-18,27,16,24,16,26,24,0.9,79,9.875,1014,12.625,29,21,16,113,176,113,météo favorable
2011-06-19,23,15,11,15,23,23,0,71,10,1015,2.375,25,17,14,113,113,113,météo favorable
2011-06-20,23,18,14,18,23,22,0,77,10,1018,3.875,25,18,18,113,113,113,météo favorable
2011-06-21,25,19,14,19,25,23,0,84,10,1020,6.625,26,20,19,113,113,113,météo idéale
2011-06-22,26,18,13,18,26,23,0,85,10,1020,9.25,27,19,18,113,113,113,météo idéale
2011-06-23,27,18,23,18,27,24,1,79,10,1017,10.125,29,20,18,113,113,113,météo idéale
2011-06-24,25,18,13,18,25,23,0.4,82,10,1018,9.75,26,20,18,113,113,113,météo idéale
2011-06-25,24,18,13,18,24,23,0,80,10,1022,7.375,26,19,18,113,113,113,météo idéale
2011-06-26,27,20,12,20,27,25,0,79,10,1022,3.75,29,21,20,113,113,113,météo idéale
2011-06-27,29,20,17,20,29,25,0,74,10,1022,7.75,30,19,20,113,113,113,météo idéale
2011-06-28,29,21,16,21,29,25,0,73,10,1018,0.5,31,20,21,113,113,113,météo idéale
2011-06-29,28,21,11,21,28,26,3.1,77,9.875,1014,4.125,30,22,21,113,113,113,météo favorable
2011-06-30,27,19,12,19,27,26,3.5,78,9.875,1013,7.625,29,21,19,113,113,386,météo favorable
2011-07-01,25,19,13,19,25,24,3.6,81,9.625,1014,11.25,27,21,19,113,176,113,météo favorable
2011-07-02,23,19,13,19,23,22,4.2,87,9.375,1011,42.25,25,20,19,176,176,176,météo favorable
2011-07-03,25,19,16,20,25,23,1.5,84,9.625,1013,20.625,26,20,19,176,113,113,météo idéale
2011-07-04,23,18,13,18,23,22,3.2,85,9.625,1014,17.5,25,19,18,113,113,176,météo favorable
2011-07-05,25,18,14,18,25,24,0.3,79,10,1013,7.75,27,20,18,113,113,113,météo idéale
2011-07-06,27,20,13,20,27,25,0.5,81,10,1012,3.25,29,22,20,113,113,113,météo idéale
2011-07-07,26,19,14,19,26,24,0.3,82,10,1013,5.875,28,21,19,113,113,113,météo idéale
2011-07-08,26,19,13,19,26,24,0,86,10,1016,7,27,21,19,113,113,113,météo idéale
2011-07-09,25,19,13,19,25,25,0.6,88,10,1018,5.5,28,23,19,113,113,113,météo idéale
2011-07-10,28,19,13,19,28,26,0,85,10,1018,3.25,31,23,19,113,113,113,météo idéale
2011-07-11,28,20,12,20,28,27,0.1,81,10,1016,4.875,31,24,20,113,113,113,météo idéale
2011-07-12,29,20,13,20,29,27,0,76,10,1015,4.75,32,23,20,113,113,113,météo idéale
2011-07-13,26,20,17,20,26,25,3.5,82,9.75,1011,21.625,28,22,20,113,386,113,météo correcte
2011-07-14,25,19,11,19,25,25,1.2,80,9.875,1014,9.125,27,21,19,113,176,113,météo favorable
2011-07-15,24,20,12,20,24,23,1.1,81,9.75,1017,17.125,26,20,20,116,176,113,météo favorable
2011-07-16,28,18,22,18,27,26,0,76,10,1016,7.5,30,20,18,113,113,113,météo idéale
2011-07-17,27,18,25,18,27,25,1.6,83,9.625,1011,17.125,30,23,18,113,176,176,météo favorable
2011-07-18,26,14,31,14,26,23,0,68,10,1007,3.25,26,16,13,113,113,113,météo favorable
2011-07-19,23,16,25,16,20,21,4,92,9,1006,27.75,25,19,16,116,308,176,météo correcte
2011-07-20,25,13,15,13,24,24,0,67,10,1009,1.5,26,17,12,113,113,113,météo favorable
2011-07-21,28,17,30,17,28,25,0,68,10,1008,1.75,29,19,17,113,113,113,météo idéale
2011-07-22,26,18,15,18,26,24,0.4,74,10,1008,7.125,27,19,18,113,113,113,météo idéale
2011-07-23,27,16,11,16,26,26,1.2,71,10,1008,5.375,28,20,16,113,113,113,météo idéale
2011-07-24,24,14,13,14,24,22,0.8,65,10,1007,11.625,25,15,13,113,113,113,météo favorable
2011-07-25,22,17,14,17,22,21,0.7,71,9.875,1009,13.75,25,15,17,113,113,176,météo favorable
2011-07-26,22,16,12,16,22,21,0.7,77,9.125,1014,18.375,25,16,16,113,176,263,météo favorable
2011-07-27,22,17,11,17,22,21,7.5,82,9.375,1016,28.375,24,18,17,113,353,176,météo correcte
2011-07-28,23,16,13,16,23,23,3,83,9.75,1017,14.125,25,20,16,113,176,113,météo favorable
2011-07-29,25,16,11,16,25,23,2.5,78,9.875,1014,8.625,26,19,16,113,113,113,météo idéale
2011-07-30,26,18,11,18,26,24,4.9,85,9.5,1014,8.5,28,21,18,113,176,176,météo favorable
2011-07-31,24,16,12,16,24,23,3,84,9.75,1012,7.25,26,21,16,113,176,113,météo favorable
2011-08-01,24,18,12,18,24,23,1,83,9.875,1015,4.875,26,19,18,113,113,113,météo idéale
2011-08-02,25,20,12,20,25,24,0,82,10,1019,2.125,26,19,20,113,113,113,météo idéale
2011-08-03,27,19,16,19,27,24,0,79,10,1019,4.125,28,20,19,113,113,113,météo idéale
2011-08-04,27,18,11,18,27,25,0.6,87,10,1017,8,30,23,18,113,113,113,météo idéale
2011-08-05,27,19,12,19,27,25,0.4,82,10,1015,7.875,29,22,19,113,113,113,météo idéale
2011-08-06,27,19,19,19,27,24,1.4,85,9.625,1013,12.75,29,22,19,113,176,176,météo favorable
2011-08-07,26,17,19,17,26,24,1.3,90,9.625,1011,23.25,29,23,17,116,176,176,météo favorable
2011-08-08,28,17,31,17,28,23,0,67,10,1012,1.875,28,15,17,113,113,113,météo idéale
2011-08-09,25,17,14,17,25,23,0,67,10,1017,2.625,26,16,17,113,113,113,météo idéale
2011-08-10,25,17,12,17,25,23,0,68,10,1020,6.625,26,16,17,113,113,113,météo idéale
2011-08-11,27,19,16,19,27,23,0,71,10,1020,0.875,28,18,19,113,113,113,météo idéale
2011-08-12,28,17,14,17,28,25,0,78,10,1017,5.75,30,21,17,113,113,113,météo idéale
2011-08-13,27,18,13,18,27,25,0,84,10,1013,4.625,29,22,18,113,113,113,météo idéale
2011-08-14,27,19,14,19,27,24,0.7,84,10,1013,6.375,29,22,19,113,113,113,météo idéale
2011-08-15,26,18,13,18,26,24,0.4,88,9.875,1015,11.75,28,22,18,113,113,113,météo idéale
2011-08-16,27,19,11,19,27,25,0.8,85,9.75,1016,14.75,29,23,19,113,113,176,météo idéale
2011-08-17,28,20,11,20,28,26,0,82,10,1017,5.125,30,22,20,113,113,113,météo idéale
2011-08-18,29,21,9,21,29,28,0,79,10,1018,1.25,32,24,21,113,113,113,météo idéale
2011-08-19,29,22,14,22,29,26,0,78,10,1020,0.375,30,21,22,113,113,113,météo idéale
2011-08-20,30,21,11,21,30,27,0,83,10,1020,1.375,33,24,21,113,113,113,météo idéale
2011-08-21,31,23,10,23,30,26,0,82,10,1020,0.25,37,24,23,113,113,113,météo favorable
2011-08-22,31,22,10,22,30,25,1,81,9.875,1018,0.5,37,24,22,113,113,113,météo favorable
2011-08-23,30,21,10,21,30,29,0,82,10,1018,0.875,35,25,21,113,113,113,météo favorable
2011-08-24,30,22,11,22,30,27,0,74,10,1018,1.75,32,22,22,113,113,113,météo idéale
2011-08-25,29,20,11,20,29,26,0.3,85,10,1016,3.375,31,23,20,113,113,113,météo idéale
2011-08-26,29,19,14,19,29,25,0,74,10,1015,5.25,31,21,19,113,113,113,météo idéale
2011-08-27,27,16,31,16,26,22,1.6,73,9.875,1016,2.375,27,14,16,113,113,113,météo idéale
2011-08-28,26,19,12,19,26,23,0,72,10,1017,0.75,27,17,19,113,113,113,météo idéale
2011-08-29,28,18,13,18,28,25,0,73,10,1016,4.625,30,20,18,113,113,113,météo idéale
2011-08-30,27,16,13,16,27,24,0,70,10,1013,4.25,28,18,16,113,113,113,météo idéale
2011-08-31,27,17,14,17,27,23,0,81,10,1015,6.875,28,20,17,113,113,113,météo idéale
2011-09-01,27,18,12,18,27,24,0.4,83,9.875,1015,7.625,29,21,18,113,113,113,météo idéale
2011-09-02,29,18,15,18,29,24,0,93,10,1015,6.75,33,24,18,113,113,113,météo idéale
2011-09-03,26,19,17,19,26,23,4.8,87,9.25,1015,18.5,29,22,19,176,176,176,météo favorable
2011-09-04,24,19,12,19,24,21,6.2,82,9,1014,46.25,25,19,19,116,296,176,météo correcte
2011-09-05,25,18,13,18,25,23,0.8,80,10,1018,6.625,27,18,18,113,113,113,météo idéale
2011-09-06,25,18,11,18,25,21,0,74,10,1021,6.625,26,18,18,113,113,113,météo idéale
2011-09-07,29,15,10,15,29,20,0,60,10,1020,14,31,20,15,113,113,113,météo idéale
2011-09-08,26,19,13,19,26,22,0,71,10,1013,1.5,28,19,19,113,113,113,météo idéale
2011-09-09,25,18,13,18,25,22,0.1,84,10,1015,4.125,27,21,18,113,113,113,météo idéale
2011-09-10,26,18,12,18,26,22,0.1,88,10,1018,5.125,28,21,18,113,113,113,météo idéale
2011-09-11,27,17,13,17,27,23,0,89,10,1018,7.875,30,22,17,113,113,113,météo idéale
2011-09-12,25,17,14,17,25,21,0.1,78,10,1016,6.375,27,21,17,113,113,113,météo idéale
2011-09-13,27,18,10,18,27,23,0.1,83,10,1016,6.625,29,20,18,113,113,113,météo idéale
2011-09-14,27,18,10,18,27,23,0.5,83,10,1016,7.5,28,20,18,113,113,113,météo idéale
